CASE_STATUS,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,State,Wage_Category,processing_time
1,CHIEF EXECUTIVES,"VICE PRESIDENT, FORESTRY & WOOD PROCUREMENT",Y,142210.0,2016.0,"NORTHUMBERLAND, NEW YORK",NEW YORK,High,23
1,CHIEF EXECUTIVES,"VICE PRESIDENT, FORESTRY & WOOD PROCUREMENT",Y,145038.0,2016.0,"GLENS FALLS, NEW YORK",NEW YORK,High,19
1,CHIEF EXECUTIVES,STRATEGIC ADVISOR TO THE CEO (CHIEF EXECUTIVE),Y,164403.0,2016.0,"BOSTON, MASSACHUSETTS",MASSACHUSETTS,Very High,19
1,CHIEF EXECUTIVES,VP OF MANUFACTURING,Y,111842.0,2016.0,"SOUTH EASTON, MASSACHUSETTS",MASSACHUSETTS,High,15
1,CHIEF EXECUTIVES,OPERATIONS DIRECTOR,Y,74276.8,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,27
1,CHIEF EXECUTIVES,PRESIDENT,Y,209539.0,2016.0,"WILMINGTON, NORTH CAROLINA",NORTH CAROLINA,Very High,17
1,CHIEF EXECUTIVES,CHIEF FINANACIAL OFFICER,N,70000.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Medium,21
1,CHIEF EXECUTIVES,PRESIDENT,Y,218629.0,2016.0,"WEST PALM BEACH, FLORIDA",FLORIDA,Very High,14
1,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER/CHIEF TECHNOLOGY OFFICER,Y,229133.0,2016.0,"SEATTLE, WASHINGTON",WASHINGTON,Very High,14
1,CHIEF EXECUTIVES,CFO CONSTRUCTION AND HOTEL MANAGEMENT,Y,205629.0,2016.0,"MIAMI, FLORIDA",FLORIDA,Very High,11
1,CHIEF EXECUTIVES,PRESIDENT,Y,212597.0,2016.0,"WEBSTER, NEW YORK",NEW YORK,Very High,14
1,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT OF GLOBAL SERVICE DELIVERY,Y,113693.0,2016.0,"OLDSMAR, FLORIDA",FLORIDA,High,25
1,CHIEF EXECUTIVES,"CHIEF OPERATING OFFICER, IT INFRASTRUCTURE",Y,246314.0,2016.0,"ALPHARETTA, CALIFORNIA",CALIFORNIA,Very High,20
1,CHIEF EXECUTIVES,FULL-TIME CHAIRMAN OF THE BOARD,Y,187200.0,2016.0,"DENVER, COLORADO",COLORADO,Very High,18
1,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,125424.0,2016.0,"HENDERSONVILLE, NORTH CAROLINA",NORTH CAROLINA,High,21
1,CHIEF EXECUTIVES,"DIRECTOR, BIOLOGY AND SOFT MATTER DIVISION",Y,178859.0,2016.0,"OAK RIDGE, TENNESSEE",TENNESSEE,Very High,15
1,CHIEF EXECUTIVES,VICE PRESIDENT,Y,118061.0,2016.0,"SUNRISE, FLORIDA",FLORIDA,High,17
1,CHIEF EXECUTIVES,DIRECTOR CORPORATE STRATEGY,Y,187200.0,2016.0,"MOUNTAIN VIEW, CALIFORNIA",CALIFORNIA,Very High,10
1,CHIEF EXECUTIVES,"VICE PRESIDENT, FINANCE",Y,148824.0,2016.0,"SAN DIEGO, CALIFORNIA",CALIFORNIA,High,15
1,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,119184.0,2016.0,"BOSTON, MASSACHUSETTS",MASSACHUSETTS,High,10
1,CHIEF EXECUTIVES,PRESIDENT,Y,233418.0,2016.0,"TEANECK, NEW JERSEY",NEW JERSEY,Very High,10
1,CHIEF EXECUTIVES,GENERAL MANAGER EXECUTIVE,Y,177528.0,2016.0,"LAS VEGAS, NEVADA",NEVADA,Very High,11
1,CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,89690.0,2016.0,"TACOMA, WASHINGTON",WASHINGTON,Medium,23
0,CHIEF EXECUTIVES,"VICE PRESIDENT, QUALITY, HEALTH & SAFETY",Y,187200.0,2016.0,"HOUSTON, TEXAS",TEXAS,Very High,30
1,CHIEF EXECUTIVES,"VICE PRESIDENT COMMERICAL OPERATIONS, PHARMACEUTICAL PRODUCT",Y,193170.0,2016.0,"GAITHERSBURG, MARYLAND",MARYLAND,Very High,10
1,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,102190.4,2016.0,"SMYRNA, GEORGIA",GEORGIA,High,21
1,CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,136323.2,2016.0,"ORLANDO, FLORIDA",FLORIDA,High,19
1,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,159370.0,2016.0,"MIAMI, FLORIDA",FLORIDA,Very High,16
1,CHIEF EXECUTIVES,"EXECUTIVE VICE PRESIDENTS, SALES",Y,102190.0,2016.0,"NORCROSS, GEORGIA",GEORGIA,High,30
1,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,106246.0,2016.0,"OAKLAND, CALIFORNIA",CALIFORNIA,High,21
1,CHIEF EXECUTIVES,CHIEF BUSINESS DEVELOPING OFFICER,Y,113090.0,2016.0,"MIAMI, FLORIDA",FLORIDA,High,15
1,CHIEF EXECUTIVES,PRESIDENT,Y,103480.0,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",DISTRICT OF COLUMBIA,High,23
1,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,90875.0,2016.0,"GREELEY, COLORADO",COLORADO,High,17
1,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,113090.0,2016.0,"MIAMI, FLORIDA",FLORIDA,High,24
1,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,117998.0,2016.0,"LOS ANGELES, CALIFORNIA",CALIFORNIA,High,22
1,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,187200.0,2016.0,"MOUNTAIN VIEW, CALIFORNIA",CALIFORNIA,Very High,20
1,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER (CHIEF EXECUTIVES),Y,187200.0,2016.0,"NEW YORK, NEW YORK",NEW YORK,Very High,11
1,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,215862.0,2016.0,"MENLO PARK, CALIFORNIA",CALIFORNIA,Very High,14
1,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,2016.0,"PHILADELPHIA, PENNSYLVANIA",PENNSYLVANIA,Very High,13
1,CHIEF EXECUTIVES,"EXECUTIVE VICE PRESIDENT OF FINANCE, PLANNING AND ANALYSIS",Y,254821.0,2016.0,"BOSTON, MASSACHUSETTS",MASSACHUSETTS,Very High,10
1,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,99986.0,2016.0,"ESCONDIDO, CALIFORNIA",CALIFORNIA,High,33
0,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,187200.0,2016.0,"SAN FRANCISCO, CALIFORNIA",CALIFORNIA,Very High,50
1,CHIEF EXECUTIVES,CHIEF PRODUCT OFFICER,Y,210933.0,2016.0,"FRANKLIN, TENNESSEE",TENNESSEE,Very High,15
1,CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT,N,58926.0,2016.0,"CHESTERFIELD, MISSOURI",MISSOURI,Medium,34
0,CHIEF EXECUTIVES,GLOBAL BUSINESS DEVELOPMENT EXECUTIVE,Y,163000.0,2016.0,"OXNARD, CALIFORNIA",CALIFORNIA,Very High,48
1,CHIEF EXECUTIVES,VICE PRESIDENT CANADA & LATIN AMERICA,Y,230700.0,2016.0,"IRVINE, CALIFORNIA",CALIFORNIA,Very High,11
1,CHIEF EXECUTIVES,"VICE PRESIDENT, SALES & MARKETING, GLOBAL SEALING SYSTEMS",Y,146661.0,2016.0,"AUBURN HILLS, MICHIGAN",MICHIGAN,High,10
1,CHIEF EXECUTIVES,GLOBAL BUSINESS DEVELOPMENT EXECUTIVE,Y,163000.0,2016.0,"OXNARD, CALIFORNIA",CALIFORNIA,Very High,10
1,CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT OF GLOBAL VALUE SUPPLY CHAIN,Y,202946.0,2016.0,"MENLO PARK, CALIFORNIA",CALIFORNIA,Very High,14
1,CHIEF EXECUTIVES,ENTERTAINMENT SYSTEMS ENGINEERING (ESE) DIRECTOR,Y,150779.0,2016.0,"LIVONIA, MICHIGAN",MICHIGAN,Very High,10
1,CHIEF EXECUTIVES,HEAD OF STRATEGY,Y,143458.0,2016.0,"GREELEY, COLORADO",COLORADO,High,16
1,CHIEF EXECUTIVES,PRESIDENT/CHIEF EXECUTIVE OFFICER,Y,132184.0,2016.0,"HOLLAND, OHIO",OHIO,High,10
1,CHIEF EXECUTIVES,"PRESIDENT, ISRAEL BUSINESS DIVISION",Y,82930.0,2016.0,"CHICAGO IL, ILLINOIS",ILLINOIS,Medium,14
1,CHIEF EXECUTIVES,VICE PRESIDENT OF OPERATIONS,N,45240.0,2016.0,"INDIANOLA, MISSISSIPPI",MISSISSIPPI,Low,36
1,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,117998.4,2016.0,"LOS ANGELES, CALIFORNIA",CALIFORNIA,High,29
1,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER - AMERICAS,Y,235518.0,2016.0,"TROY, MICHIGAN",MICHIGAN,Very High,18
1,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,256173.0,2016.0,"LOS ANGELES, CALIFORNIA",CALIFORNIA,Very High,12
1,CHIEF EXECUTIVES,PRESIDENT AND CHIEF EXECUTIVE OFFICER,Y,256173.0,2016.0,"LOS ANGELES, CALIFORNIA",CALIFORNIA,Very High,15
1,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER AND RESEARCH SCIENTIST,Y,76752.0,2016.0,"WEST LAFAYETTE, INDIANA",INDIANA,Medium,14
1,CHIEF EXECUTIVES,OPEN TEXT STREAMSERVE CONSULTING MANAGER,Y,102190.0,2016.0,"ALPHARETTA, GEORGIA",GEORGIA,High,10
1,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,244774.0,2016.0,"MOCKSVILLE, NORTH CAROLINA",NORTH CAROLINA,Very High,13
0,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,N,66373.0,2016.0,"PROVO, UTAH",UTAH,Medium,48
1,CHIEF EXECUTIVES,VICE PRESIDENT,Y,102190.0,2016.0,"NORCROSS, GEORGIA",GEORGIA,High,24
1,CHIEF EXECUTIVES,SENIOR VICE-PRESIDENT & GENERAL MANAGER,Y,156104.0,2016.0,"OGDEN, UTAH",UTAH,Very High,10
1,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,2016.0,"ROCKVILLE, MARYLAND",MARYLAND,Very High,21
1,CHIEF EXECUTIVES,VICE PRESIDENT OF PURCHASING AND LOGISTICS,Y,155397.0,2016.0,"MOCKSVILLE, NORTH CAROLINA",NORTH CAROLINA,Very High,10
1,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,151611.2,2016.0,"WILMINGTON, DELAWARE",DELAWARE,Very High,10
1,CHIEF EXECUTIVES,CHIEF OPERATIONS OFFICER,Y,205629.0,2016.0,"MIAMI, FLORIDA",FLORIDA,Very High,23
1,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,118061.0,2016.0,"HALLANDALE, FLORIDA",FLORIDA,High,17
1,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER (COO),Y,118061.0,2016.0,"HALLANDALE BEACH, FLORIDA",FLORIDA,High,22
